Datetime; GPU temperature;GPU usage;FB usage;Memory usage;Core clock;Power;CPU temperature;CPU usage;CPU clock;RAM usage;Framerate;Frametime;Framerate Avg
 24-02-2023 11:28:15;62;99;47;7011.816;1912;165.696;57;49.219;4300;12018;31.6;58.089;95
 24-02-2023 11:28:16;62;99;47;6999.691;1897;169.537;54;41.146;4300;12147;32.9;55.854;95
 24-02-2023 11:28:17;63;97;46;7015.691;1897;168.742;52;43.555;4300.001;12113;33.4;54.873;94.9
 24-02-2023 11:28:18;63;99;46;7003.816;1897;167.454;54;41.146;4300;12058;33.1;54.341;94.9
 24-02-2023 11:28:19;63;98;47;7019.816;1897;169.147;51;42.1;4300;11993;33.4;54.627;94.8
 24-02-2023 11:28:20;63;99;47;7003.816;1905;168.402;57;43.49;4300;12148;34.1;52.638;94.7
 24-02-2023 11:28:21;63;98;46;7009.316;1897;167.094;53;46.634;4300;12107;35.1;51.304;94.7
 24-02-2023 11:28:22;63;99;47;7030.816;1897;171.7;53;43.422;4300.001;12056;35.2;52.15;94.6
 24-02-2023 11:28:23;63;98;45;7025.816;1897;168.099;53;43.042;4300.001;11996;34.8;50.983;94.6
 24-02-2023 11:28:24;63;99;45;7041.941;1912;165.828;51;41.406;4300.001;12166;33.2;53.795;94.5
 24-02-2023 11:28:25;63;100;44;7050.145;1912;166.44;53;43.229;4300;12100;31.9;54.485;94.5
 24-02-2023 11:28:26;63;100;43;7028.52;1897;165.254;58;46.066;4300;12034;31.5;56.028;94.4
 24-02-2023 11:28:27;62;93;40;7024.52;1920;160.368;56;39.323;4300;12056;28.4;53.826;94.3
 24-02-2023 11:28:28;63;93;40;7004.27;1905;169.735;49;39.193;4300.001;12138;28.5;61.15;94.3
 24-02-2023 11:28:29;63;98;43;7013.77;1897;165.988;49;46.615;4300.001;12071;29.4;54.435;94.2
 24-02-2023 11:28:30;63;99;43;6885.27;1912;168.267;54;43.687;4300.001;11997;28.8;57.896;94.2
 24-02-2023 11:28:32;63;100;44;6901.27;1920;165.269;52;45.573;4300;12096;27.9;57.369;94
 24-02-2023 11:28:33;62;95;41;6885.27;1920;161.064;50;45.573;4300;11894;26.9;62.723;94
 24-02-2023 11:28:34;63;97;41;6885.27;1920;163.436;50;45.313;4300;11914;26.6;61.466;93.9
 24-02-2023 11:28:35;63;95;39;6885.27;1920;164.187;48;46.615;4300;12081;27.8;60.415;93.8
 24-02-2023 11:28:36;63;99;41;6885.27;1920;163.264;50;46.094;4300;12038;27.9;61.113;93.8
 24-02-2023 11:28:37;63;96;41;6885.27;1920;165.025;54;51.042;4300;11912;29.6;53.299;93.7
 24-02-2023 11:28:38;63;95;40;6901.27;1912;163.467;52;49.219;4300;11974;30.4;55.06;93.7
 24-02-2023 11:28:39;63;96;41;6901.77;1912;166.904;54;46.875;4300;12109;30.8;54.084;93.6
 24-02-2023 11:28:40;63;97;42;6901.848;1897;165.504;53;45.573;4300;11900;30.5;54.496;93.5
 24-02-2023 11:28:41;63;97;42;6901.848;1897;168.66;56;51.042;4300;11937;30.7;53.892;93.5
 24-02-2023 11:28:42;63;96;41;6902.426;1920;163.896;56;51.563;4300.001;12055;29.8;51.427;93.4
 24-02-2023 11:28:43;62;97;42;6901.926;1920;161.09;52;48.958;4300;11999;30.1;57.694;93.4
 24-02-2023 11:28:44;63;96;40;6901.926;1920;164.24;51;47.656;4300;12008;29.8;54.308;93.3
 24-02-2023 11:28:45;63;96;39;7077.988;1897;162.132;56;46.094;4300;11974;31.5;51.437;93.3
 24-02-2023 11:28:46;63;94;39;7061.988;1905;167.769;57;44.271;4300.001;12023;30.2;53.851;93.2
 24-02-2023 11:28:47;63;97;40;7096.926;1912;165.806;53;49.479;4300.001;12035;30.4;54.821;93.1
 24-02-2023 11:28:48;63;97;40;7096.926;1920;161.075;54;44.838;4300.001;11939;29.5;56.863;93.1
 24-02-2023 11:28:49;63;94;39;7102.426;1897;167.539;50;47.656;4300;11955;29.7;57.06;93
 24-02-2023 11:28:50;63;95;39;7117.488;1920;161.501;54;48.181;4300;12123;29.5;53.806;93
 24-02-2023 11:28:52;63;95;39;7117.488;1920;160.878;54;50.243;4300;11974;30.7;54.775;92.8
 24-02-2023 11:28:53;63;98;42;7133.676;1912;156.864;54;50.032;4300;12034;30.3;55.46;92.8
 24-02-2023 11:28:54;63;92;39;7133.676;1897;158.292;58;47.917;4300.001;12085;30;52.929;92.7
 24-02-2023 11:28:55;62;97;41;7152.363;1920;159.653;55;51.563;4300.001;12010;29.9;51.945;92.7
 24-02-2023 11:28:56;63;94;40;7152.426;1897;164.649;51;44.271;4300;11997;29.6;51.666;92.6
 24-02-2023 11:28:57;63;98;42;7152.363;1920;159.569;56;47.135;4300;12096;29.3;54.483;92.6
 24-02-2023 11:28:58;63;95;41;7152.363;1905;165.209;53;46.875;4300.001;12107;29.5;53.007;92.5
 24-02-2023 11:28:59;63;92;40;7152.426;1897;166.837;52;50.781;4300.001;12059;29.3;54.744;92.4
 24-02-2023 11:29:00;63;94;40;7152.426;1912;159.337;53;46.354;4300;12022;29.5;51.917;92.4
 24-02-2023 11:29:01;63;91;39;7156.488;1897;162.394;53;49.969;4300.001;12005;30.9;52.491;92.3
 24-02-2023 11:29:02;63;91;39;7156.613;1912;167.805;53;46.066;4299.999;12046;29.3;54.92;92.3
 24-02-2023 11:29:03;63;97;42;7156.551;1920;168.337;56;48.438;4299.999;12042;29.8;53.458;92.2
 24-02-2023 11:29:04;63;96;42;7173.051;1905;166.705;52;46.615;4300.001;12050;28.8;54.018;92.2
 24-02-2023 11:29:05;63;94;41;7173.113;1897;161.502;53;47.917;4300.001;12147;29.5;53.947;92.1
 24-02-2023 11:29:06;63;96;40;7309.488;1912;165.843;57;52.083;4300.001;12118;29.3;55.448;92
 24-02-2023 11:29:07;63;94;39;7336.238;1912;166.807;57;64.063;4299.999;12039;30.1;56.142;92
 24-02-2023 11:29:08;63;92;38;7353.863;1905;162.273;53;46.615;4299.999;12096;30.5;54.352;91.9
 24-02-2023 11:29:09;63;93;38;7363.613;1920;161.494;54;48.177;4300.001;12141;29.9;52.415;91.9
 24-02-2023 11:29:10;63;93;39;7364.113;1920;157.503;54;44.581;4300.001;12097;30.5;53.88;91.8
 24-02-2023 11:29:11;63;98;40;7396.676;1912;163.294;58;46.595;4300;12056;30.8;54.682;91.8
 24-02-2023 11:29:12;63;100;42;7395.676;1920;164.838;53;48.177;4300;12156;30.3;54.39;91.7
 24-02-2023 11:29:13;63;92;38;7396.176;1912;159.368;57;46.615;4300.001;12172;30.2;52.515;91.7
 24-02-2023 11:29:14;63;100;41;7396.676;1912;160.349;56;43.229;4300;12112;28.5;56.001;91.6
 24-02-2023 11:29:15;63;94;38;7396.676;1920;163.032;53;46.377;4300;12059;29.4;56.049;91.5
 24-02-2023 11:29:16;63;99;41;7396.113;1920;166.275;53;43.422;4300.001;12193;29.9;52.697;91.5
 24-02-2023 11:29:17;63;100;41;7390.113;1912;166.395;52;50.521;4300.001;12138;33.9;47.065;91.4
 24-02-2023 11:29:18;63;100;41;7403.113;1920;165.955;54;49.713;4300;12078;33.9;49.625;91.4
 24-02-2023 11:29:19;63;94;36;7383.363;1912;164.888;54;46.859;4300.001;12074;31.4;52.524;91.3
 24-02-2023 11:29:20;62;93;41;7375.363;1912;160.251;58;44.531;4300.001;12169;33.3;47.305;91.3
 24-02-2023 11:29:21;63;99;43;7247.363;1912;164.521;55;52.344;4299.999;12123;31.7;46.727;91.2
 24-02-2023 11:29:22;63;92;41;7282.301;1905;157.801;51;50.739;4300.002;12085;30.4;52.417;91.2
 24-02-2023 11:29:23;62;94;42;7422.176;1920;160.562;53;46.206;4299.999;12003;28.5;55.52;91.1
 24-02-2023 11:29:24;63;89;39;7426.176;1905;158.13;54;46.525;4299.999;12166;28.5;51.72;91.1
 24-02-2023 11:29:25;63;97;43;7446.238;1920;161.183;56;50.296;4300;12105;28.5;41.343;91
 24-02-2023 11:29:26;62;89;39;7446.238;1920;156.481;53;50;4300.002;12038;27.8;42.802;90.9
 24-02-2023 11:29:27;62;87;38;7446.238;1912;159.451;53;50.226;4300.002;11991;26.9;43.317;90.9
 24-02-2023 11:29:28;62;89;39;7446.363;1920;159.465;51;47.396;4300;12151;27.2;43.238;90.8
 24-02-2023 11:29:29;62;90;39;7451.863;1912;153.202;54;55.055;4300;12078;28.3;41.268;90.8
 24-02-2023 11:29:30;63;94;40;7470.488;1897;154.674;59;53.125;4300;12019;30.9;39.522;90.7
 24-02-2023 11:29:31;62;91;39;7490.301;1920;156.178;53;51.509;4299.999;12155;29.9;36.998;90.7
 24-02-2023 11:29:32;62;98;42;7504.926;1920;159.716;53;50;4299.999;12132;30.8;40.394;90.6
 24-02-2023 11:29:33;63;96;41;7506.051;1920;164.288;54;50.032;4300.001;11952;30.8;38.179;90.6
 24-02-2023 11:29:34;62;93;39;7509.676;1920;157.435;52;57.031;4300.001;11973;31.6;39.565;90.5
 24-02-2023 11:29:35;63;96;41;7513.801;1920;163.044;58;58.073;4300;12128;31.9;39.249;90.5
 24-02-2023 11:29:36;62;91;38;7513.801;1920;156.134;55;52.865;4300;12104;31.5;37.665;90.4
 24-02-2023 11:29:37;62;95;40;7517.863;1920;161.306;57;50.521;4300;11952;31.5;39.189;90.3
 24-02-2023 11:29:38;62;90;37;7532.363;1920;155.592;50;58.333;4300;11987;31.1;38.023;90.3
 24-02-2023 11:29:39;62;93;38;7528.863;1920;155.979;53;57.552;4300.001;12125;31.9;40.524;90.2
 24-02-2023 11:29:40;62;93;39;7512.238;1920;150.781;55;54.427;4300;12024;30.9;35.939;90.2
 24-02-2023 11:29:41;62;92;39;7527.738;1920;161.613;54;60.417;4300;12039;32.1;34.416;90.1
 24-02-2023 11:29:42;62;95;40;7531.801;1920;158.374;56;54.427;4300;11991;32.5;33.914;90.1
 24-02-2023 11:29:43;63;99;42;7515.301;1920;161.87;59;55.729;4300;12020;33.1;103.033;90
 24-02-2023 11:29:44;62;94;38;7550.238;1920;155.586;54;57.031;4300;12036;34.9;37.601;90
 24-02-2023 11:29:45;62;92;36;7563.988;1920;155.065;52;57.031;4300.001;11988;33.8;33.521;89.9
 24-02-2023 11:29:46;62;93;36;7563.988;1920;157.069;54;55.729;4300.001;12076;34.5;31.741;89.9
 24-02-2023 11:29:47;62;93;36;7563.988;1920;153.959;53;55.614;4299.997;12097;34.2;31.523;89.8
 24-02-2023 11:29:48;62;92;36;7574.238;1920;158.807;55;54.948;4299.997;12032;34.9;31.972;89.8
 24-02-2023 11:29:49;62;96;37;7578.363;1920;159.67;56;63.515;4300.002;12017;37.1;41.785;89.8
 24-02-2023 11:29:50;62;100;39;7592.488;1920;164.219;57;50;4299.999;12189;37.6;42.025;89.7
 24-02-2023 11:29:51;62;94;35;7614.488;1920;164.417;58;55.729;4300.001;12114;36.3;32.169;89.7
 24-02-2023 11:29:52;62;94;35;7663.363;1920;153.307;57;61.979;4300.001;12056;37.6;45.209;89.6
 24-02-2023 11:29:53;62;92;31;7698.363;1920;155.809;61;62.76;4300;12106;36.9;41.766;89.6
 24-02-2023 11:29:54;62;95;32;7730.988;1912;154.284;56;58.854;4300;12166;38.6;38.883;89.5
 24-02-2023 11:29:55;62;89;28;7837.426;1905;156.683;62;61.979;4300;12100;37.1;38.201;89.5
 24-02-2023 11:29:56;62;91;29;7919.738;1920;152.741;57;64.844;4300.001;12057;36.7;41.553;89.4
 24-02-2023 11:29:57;62;92;30;7990.363;1920;151.774;57;58.333;4300.001;12100;34.7;44.024;89.4
 24-02-2023 11:29:58;62;92;31;8012.363;1920;154.976;57;48.438;4300;12126;34.4;45.348;89.3
 24-02-2023 11:29:59;62;92;30;8044.863;1920;157.227;55;52.344;4300.002;12048;34.5;45.599;89.3
 24-02-2023 11:30:00;62;92;30;8063.801;1920;155.104;53;44.325;4300.002;11998;36.3;42.258;89.2
 24-02-2023 11:30:01;62;93;30;8063.801;1912;158.01;57;50.032;4300;12069;36.6;42.351;89.2
 24-02-2023 11:30:02;62;94;30;8117.426;1912;156.671;57;53.385;4300;12044;36.2;42.706;89.2
 24-02-2023 11:30:03;62;92;29;8133.551;1912;156.507;57;56.51;4300;11998;35.6;45.002;89.1
 24-02-2023 11:30:04;62;92;29;8210.676;1905;148.728;59;51.765;4300.001;11965;35.8;42.828;89.1
 24-02-2023 11:30:05;62;94;30;8253.801;1920;154.426;56;50.521;4300;12080;35.8;43.718;89
 24-02-2023 11:30:06;62;90;30;8275.426;1920;160.189;53;56.113;4300;12050;36.9;43.737;89
 24-02-2023 11:30:07;62;89;29;8263.988;1912;162.416;52;51.823;4300;11987;36.5;42.197;88.9
 24-02-2023 11:30:08;62;93;29;8263.488;1905;149.427;55;51.042;4300;11938;38.2;40.317;88.9
 24-02-2023 11:30:09;62;93;37;8258.426;1920;160.117;54;52.344;4300.001;12062;35.1;42.941;88.8
 24-02-2023 11:30:10;62;95;42;8266.613;1920;159.229;58;71.094;4300.001;12069;33.2;46.08;88.8
 24-02-2023 11:30:11;62;98;43;8266.988;1912;165.357;54;53.906;4300.001;12053;35.2;51.638;88.7
 24-02-2023 11:30:12;62;94;42;8272.488;1905;163.553;53;46.875;4300;12007;34;33.486;88.7
 24-02-2023 11:30:13;62;96;44;8272.988;1905;160.4;54;50.26;4300.002;12182;32.8;49.659;88.6
 24-02-2023 11:30:14;62;92;41;8281.738;1912;155.632;55;47.135;4300.002;12122;30.6;40.57;88.6
 24-02-2023 11:30:15;62;90;40;8282.988;1920;153.779;59;53.125;4299.999;12039;29.8;41.789;88.5
 24-02-2023 11:30:16;62;91;40;8283.488;1920;160.595;55;48.958;4299.999;12107;30;38.725;88.5
 24-02-2023 11:30:17;62;92;40;8283.488;1920;155.529;53;47.66;4300.001;12140;29.3;41.793;88.4
 24-02-2023 11:30:18;62;96;41;8283.488;1920;155.963;58;42.629;4300.001;12092;29.3;41.325;88.4
 24-02-2023 11:30:19;62;95;41;8283.488;1920;158.615;53;48.958;4300.001;12087;29;39.333;88.3
 24-02-2023 11:30:20;62;94;41;8282.988;1920;156.102;57;50.521;4300;12202;29.2;41.245;88.3
 24-02-2023 11:30:21;62;93;41;8299.488;1920;164.396;57;51.042;4300;12140;30.8;51.132;88.2
 24-02-2023 11:30:22;63;89;38;8294.363;1912;164.776;54;56.771;4300;12076;32.1;50.294;88.2
 24-02-2023 11:30:23;62;96;41;8300.363;1920;155.979;57;55.208;4300;12104;30.8;50.501;88.1
 24-02-2023 11:30:24;62;91;38;8310.863;1920;160.884;54;53.906;4300;12179;30.9;51.218;88.1
 24-02-2023 11:30:25;62;97;41;8311.363;1920;156.453;53;51.252;4300;12132;32.7;46.738;88
 24-02-2023 11:30:26;63;99;41;8306.238;1920;165.978;58;56.32;4300.001;12089;35.9;43.867;88
 24-02-2023 11:30:27;62;100;43;8290.113;1920;162.147;54;61.567;4300;12164;37.7;34.345;88
 24-02-2023 11:30:28;62;93;38;8295.613;1920;163.512;55;59.635;4300;12176;34.7;44.932;87.9
 24-02-2023 11:30:29;63;95;41;8311.551;1912;158.374;54;58.073;4300.001;12131;34;48.277;87.9
 24-02-2023 11:30:30;63;92;41;8332.113;1920;161.223;59;59.115;4300;12093;32.5;50.747;87.8
 24-02-2023 11:30:31;62;96;43;8339.113;1920;162.666;58;57.292;4300;12154;32.9;46.34;87.8
 24-02-2023 11:30:32;62;96;41;8343.676;1920;160.699;54;59.206;4300.001;12192;33.8;48.262;87.7
 24-02-2023 11:30:33;62;92;39;8355.676;1920;161.407;55;51.563;4300;12143;33.3;48.995;87.7
 24-02-2023 11:30:34;62;93;39;8365.426;1912;162.196;53;50.56;4300;12082;32.7;47.316;87.6
 24-02-2023 11:30:35;62;96;41;8353.902;1920;159.564;57;50.521;4300;12258;32.9;48.054;87.6
 24-02-2023 11:30:36;62;93;40;8362.215;1897;157.353;51;52.865;4300.001;12184;32.6;49.158;87.5
 24-02-2023 11:30:37;63;92;38;8383.152;1912;158.424;54;55.729;4300.001;12126;34.3;44.864;87.5
 24-02-2023 11:30:38;62;94;37;8384.965;1920;164.224;53;56.485;4300.001;12063;34.1;46.214;87.5
 24-02-2023 11:30:39;62;94;36;8399.527;1920;153.471;54;61.012;4300;12210;34.9;46.313;87.4
 24-02-2023 11:30:40;62;94;34;8428.465;1920;157.992;60;59.635;4300;12160;36;45.239;87.4
 24-02-2023 11:30:41;62;93;31;8440.34;1920;160.047;54;61.719;4300;12102;35.9;44.422;87.3
 24-02-2023 11:30:42;62;94;33;8460.965;1920;156.672;55;46.89;4300;12138;33.6;48.625;87.3
 24-02-2023 11:30:43;62;91;33;8439.965;1920;149.677;55;47.917;4300.001;12167;32.4;48.795;87.2
 24-02-2023 11:30:44;62;90;32;8446.152;1920;157.123;56;49.74;4300.001;12128;33.8;44.796;87.2
 24-02-2023 11:30:45;62;93;32;8463.402;1920;159.948;56;65.365;4300;12076;34.7;44.271;87.2
 24-02-2023 11:30:46;62;90;31;8459.59;1920;154.338;54;57.923;4300;12134;36.4;44.52;87.1
 24-02-2023 11:30:47;62;88;30;8426.527;1905;158.705;56;53.997;4300;12123;36.5;44.208;87.1
 24-02-2023 11:30:48;62;90;30;8485.902;1920;160.5;53;54.844;4300;12081;35.5;43.578;87
 24-02-2023 11:30:49;62;92;30;8467.027;1920;157.994;51;64.308;4300;12035;36.1;44.161;87
 24-02-2023 11:30:50;62;91;30;8468.652;1912;156.967;55;55.729;4300;12127;34.9;44.517;86.9
 24-02-2023 11:30:51;62;94;31;8473.902;1920;156.405;58;58.693;4300;12089;32.5;48.131;86.9
 24-02-2023 11:30:52;62;93;32;8471.215;1912;158.884;53;47.124;4300;12049;31.4;51.099;86.8
 24-02-2023 11:30:53;62;91;33;8436.918;1920;155.287;55;51.765;4300.001;12045;31.2;51.152;86.8
 24-02-2023 11:30:54;62;91;32;8435.918;1920;156.158;56;46.859;4300;12122;32.9;47.062;86.8
 24-02-2023 11:30:55;62;92;31;8439.418;1920;146.565;55;54.948;4300;12087;34.7;45.22;86.7
 24-02-2023 11:30:56;62;88;30;8455.418;1912;155.207;59;54.688;4300;12035;36;43.639;86.7
 24-02-2023 11:30:57;62;93;29;8479.793;1920;158.212;61;58.854;4299.999;11985;34.8;45.102;86.6
 24-02-2023 11:30:58;62;92;29;8459.855;1920;160.456;50;53.385;4299.999;12090;33;47.46;86.6
 24-02-2023 11:30:59;62;90;28;8473.043;1920;156.241;56;58.333;4300.001;12055;31.9;48.245;86.5
 24-02-2023 11:31:00;62;90;29;8528.043;1920;156.472;57;52.604;4300;12024;30.8;50.503;86.5
 24-02-2023 11:31:01;62;92;30;8570.918;1920;153.098;56;59.635;4300;12019;32.3;48.542;86.4
 24-02-2023 11:31:02;62;92;30;8629.418;1920;157.131;59;56.771;4299.999;12108;33.8;47.327;86.4
 24-02-2023 11:31:03;62;92;30;8747.668;1920;153.517;56;69.792;4300.002;12060;32.6;46.572;86.4
 24-02-2023 11:31:04;62;93;30;8723.98;1920;156.656;52;51.509;4300.002;12034;31.6;49.499;86.3
 24-02-2023 11:31:05;62;92;30;8715.355;1920;155.246;59;55.319;4300.001;12166;31.4;50.621;86.3
 24-02-2023 11:31:06;62;95;30;8660.043;1912;155.503;53;49.74;4300.001;12166;30.8;53.316;86.2
 24-02-2023 11:31:07;62;94;31;8655.918;1920;159.095;58;49.2;4300;12157;30.6;49.494;86.2
 24-02-2023 11:31:08;62;94;32;8655.355;1897;159.967;57;51.563;4300.001;12104;32.7;47.414;86.1
 24-02-2023 11:31:09;62;93;31;8644.418;1912;160.341;53;59.549;4300.001;12231;33;47.693;86.1
 24-02-2023 11:31:10;62;95;38;8650.293;1912;159.195;54;46.354;4300;12164;30.8;54.643;86
 24-02-2023 11:31:11;62;93;40;8650.105;1920;165.866;54;53.125;4300;12147;28.1;56.304;86
 24-02-2023 11:31:12;62;97;41;8650.105;1920;158.685;57;49.456;4300.001;12082;28.3;60.276;86
 24-02-2023 11:31:13;62;94;40;8648.605;1920;164.095;60;63.802;4300;12265;27.6;59.354;85.9
 24-02-2023 11:31:14;62;96;39;8648.23;1912;161.845;57;54.427;4300;12159;27.2;60.992;85.9
 24-02-2023 11:31:15;63;95;40;8648.23;1897;160.851;52;48.181;4300.001;12103;27.3;62.146;85.8
 24-02-2023 11:31:16;62;92;39;8648.23;1912;158.581;57;42.785;4300.001;12154;27.6;58.346;85.8
 24-02-2023 11:31:17;62;96;40;8648.23;1912;156.672;55;46.615;4300;12203;29;56.21;85.7
 24-02-2023 11:31:18;62;97;40;8648.23;1905;160.242;57;47.917;4300;12166;28.3;57.877;85.7
 24-02-2023 11:31:19;63;95;39;8648.23;1920;164.033;55;48.177;4300.001;12103;28.3;57.887;85.6
 24-02-2023 11:31:20;62;89;38;8648.23;1912;163.367;51;46.094;4300.001;12248;27.6;58.126;85.6
 24-02-2023 11:31:21;62;91;38;8680.293;1912;159.395;55;49.503;4300;12230;27.6;59.743;85.5
 24-02-2023 11:31:22;62;94;40;8680.168;1905;150.68;54;48.438;4300;12154;27.5;58.09;85.5
 24-02-2023 11:31:23;62;97;40;8680.168;1920;155.962;58;49.219;4299.999;12185;27.6;57.385;85.4
 24-02-2023 11:31:24;62;92;38;8680.168;1912;159.69;57;47.396;4299.999;12264;28.2;57.966;85.4
 24-02-2023 11:31:25;62;91;38;8691.043;1912;154.246;55;52.083;4300.001;12214;28.5;57.367;85.3
 24-02-2023 11:31:26;63;97;39;8691.418;1905;163.991;54;50;4300.001;12146;28.7;55.992;85.3
 24-02-2023 11:31:27;63;97;40;8691.418;1912;159.926;52;49.969;4300;12207;29;59.436;85.3
 24-02-2023 11:31:28;62;96;38;8675.293;1920;161.838;53;46.595;4300;12234;28.7;57.838;85.2
 24-02-2023 11:31:29;62;96;37;8669.855;1920;162.448;57;49.74;4300.001;12189;29.3;55.748;85.2
 24-02-2023 11:31:30;62;94;37;8669.855;1912;152.243;52;42.529;4300.001;12128;29.8;53.295;85.1
 24-02-2023 11:31:31;62;94;37;8669.855;1920;160.724;55;55.729;4300;12237;28.4;56.086;85.1
 24-02-2023 11:31:32;62;97;40;8669.855;1920;156.799;53;48.958;4300;12226;29;56.922;85
 24-02-2023 11:31:33;62;94;39;8653.73;1920;161.228;55;50.296;4300;12174;27.9;57.062;85
 24-02-2023 11:31:34;62;96;41;8653.73;1920;163.502;53;46.354;4300.001;12143;28.6;59.316;84.9
 24-02-2023 11:31:35;63;94;39;8653.73;1912;165.104;58;48.958;4300;12267;29;59.022;84.9
 24-02-2023 11:31:36;63;96;40;8653.73;1905;163.017;52;42.311;4300;12210;28.8;57.124;84.8
 24-02-2023 11:31:37;62;97;40;8653.73;1920;164.542;52;48.311;4300;12157;28.4;58.895;84.8
 24-02-2023 11:31:38;63;97;40;8664.418;1912;164.463;56;45.052;4300;12174;28.9;57.066;84.8
 24-02-2023 11:31:39;62;95;39;8664.23;1920;162.158;59;50.521;4300.001;12262;29.1;55.937;84.7
 24-02-2023 11:31:40;62;97;39;8660.105;1920;160.602;54;50.781;4299.998;12213;29.9;56.323;84.7
 24-02-2023 11:31:41;62;96;39;8643.98;1897;162.653;58;47.656;4299.998;12163;30.4;54.76;84.6
 24-02-2023 11:31:42;63;95;39;8627.855;1920;161.02;52;48.177;4299.92;12221;31.4;52.402;84.6
 24-02-2023 11:31:43;62;97;39;8611.793;1920;150.604;53;57.41;4300.159;12258;29.4;55.689;84.5
 24-02-2023 11:31:44;63;96;39;8595.668;1912;164.865;55;43.687;4300.159;12194;31.2;55.565;84.5
 24-02-2023 11:31:45;63;92;36;8603.668;1912;165.165;54;47.396;4300;12129;30.7;52.277;84.5
 24-02-2023 11:31:46;62;96;39;8595.668;1912;165.058;53;51.042;4300;12251;30.2;54.286;84.4
 24-02-2023 11:31:47;63;96;38;8574.293;1920;164.523;54;52.083;4300;12246;31.5;52.151;84.4
 24-02-2023 11:31:48;62;98;41;8574.293;1920;160.607;51;58.854;4300;12185;30.3;53.082;84.3
 24-02-2023 11:31:49;62;92;37;8574.293;1920;166.673;58;48.958;4300.001;12151;30.9;52.93;84.3
